Price,Close,High,Low,Open,Volume
Ticker,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI
Datetime,,,,,
2025-03-18 08:00:00+00:00,23368.26953125,23416.94921875,23240.560546875,23266.650390625,0
2025-03-18 09:00:00+00:00,23441.439453125,23476.009765625,23368.1796875,23368.1796875,0
2025-03-18 10:00:00+00:00,23429.140625,23446.23046875,23369.5390625,23441.4609375,0
2025-03-18 11:00:00+00:00,23446.3203125,23454.5390625,23391.939453125,23429.05078125,0
2025-03-18 12:00:00+00:00,23433.740234375,23470.490234375,23427.48046875,23446.48046875,0
2025-03-18 13:00:00+00:00,23304.619140625,23433.740234375,23291.439453125,23433.740234375,0
2025-03-18 14:00:00+00:00,23387.529296875,23410.76953125,23282.720703125,23304.619140625,0
2025-03-18 15:00:00+00:00,23334.630859375,23385.3203125,23270.2890625,23385.3203125,0
2025-03-18 16:00:00+00:00,23390.619140625,23393.44921875,23334.220703125,23334.939453125,0
2025-03-19 08:00:00+00:00,23310.470703125,23321.619140625,23233.779296875,23272.150390625,0
2025-03-19 09:00:00+00:00,23327.080078125,23344.720703125,23266.3203125,23310.369140625,0
2025-03-19 10:00:00+00:00,23291.470703125,23372.080078125,23276.66015625,23327.169921875,0
2025-03-19 11:00:00+00:00,23289.41015625,23332.529296875,23259.810546875,23292.0,0
2025-03-19 12:00:00+00:00,23219.140625,23288.869140625,23193.619140625,23288.5703125,0
2025-03-19 13:00:00+00:00,23175.490234375,23219.509765625,23136.5390625,23219.140625,0
2025-03-19 14:00:00+00:00,23233.599609375,23246.66015625,23174.560546875,23174.560546875,0
2025-03-19 15:00:00+00:00,23317.69921875,23328.720703125,23233.25,23233.869140625,0
2025-03-19 16:00:00+00:00,23302.2109375,23319.759765625,23280.66015625,23317.76953125,0
2025-03-20 08:00:00+00:00,23155.130859375,23315.490234375,23147.9296875,23295.720703125,0
2025-03-20 09:00:00+00:00,22988.359375,23157.26953125,22945.380859375,23154.2109375,0
2025-03-20 10:00:00+00:00,22980.19921875,22997.9296875,22823.75,22988.609375,0
2025-03-20 11:00:00+00:00,22963.05078125,22991.26953125,22907.41015625,22980.19921875,0
2025-03-20 12:00:00+00:00,22956.05078125,22979.619140625,22912.609375,22962.970703125,0
2025-03-20 13:00:00+00:00,22963.470703125,22965.390625,22884.060546875,22956.05078125,0
2025-03-20 14:00:00+00:00,22987.740234375,23015.080078125,22941.619140625,22962.080078125,0
2025-03-20 15:00:00+00:00,22988.599609375,23013.970703125,22938.69921875,22989.970703125,0
2025-03-20 16:00:00+00:00,23011.5390625,23046.23046875,22988.01953125,22990.640625,0
2025-03-21 08:00:00+00:00,22862.41015625,22956.98046875,22778.349609375,22926.419921875,0
2025-03-21 09:00:00+00:00,22758.44921875,22871.060546875,22736.66015625,22862.48046875,0
2025-03-21 10:00:00+00:00,22861.7890625,22899.060546875,22758.44921875,22758.44921875,0
2025-03-21 11:00:00+00:00,22804.1796875,22876.380859375,22772.529296875,22864.359375,0
2025-03-21 12:00:00+00:00,22775.26953125,22854.94921875,22768.109375,22804.1796875,0
2025-03-21 13:00:00+00:00,22778.16015625,22801.810546875,22723.189453125,22775.26953125,0
2025-03-21 14:00:00+00:00,22817.720703125,22819.720703125,22723.349609375,22778.2109375,0
2025-03-21 15:00:00+00:00,22818.880859375,22858.130859375,22805.91015625,22817.25,0
2025-03-21 16:00:00+00:00,22892.7109375,22897.2890625,22808.44921875,22812.890625,0
2025-03-24 08:00:00+00:00,23029.2890625,23137.48046875,22988.240234375,23075.759765625,0
2025-03-24 09:00:00+00:00,22931.7890625,23044.4609375,22920.759765625,23028.890625,0
2025-03-24 10:00:00+00:00,23022.830078125,23031.19921875,22919.4296875,22931.7890625,0
2025-03-24 11:00:00+00:00,22943.26953125,23038.1796875,22943.26953125,23022.830078125,0
2025-03-24 12:00:00+00:00,22840.490234375,22947.69921875,22836.119140625,22943.26953125,0
2025-03-24 13:00:00+00:00,22917.009765625,22920.029296875,22813.109375,22840.490234375,0
2025-03-24 14:00:00+00:00,22924.94921875,22974.73046875,22893.419921875,22917.009765625,0
2025-03-24 15:00:00+00:00,22876.140625,22945.669921875,22843.7109375,22924.76953125,0
2025-03-24 16:00:00+00:00,22859.1796875,22893.58984375,22854.810546875,22876.75,0
2025-03-25 08:00:00+00:00,22958.609375,22980.58984375,22845.51953125,22913.419921875,0
2025-03-25 09:00:00+00:00,23004.080078125,23005.01953125,22930.009765625,22958.669921875,0
2025-03-25 10:00:00+00:00,23071.91015625,23078.5703125,22982.529296875,23003.98046875,0
2025-03-25 11:00:00+00:00,23159.990234375,23166.740234375,23065.75,23072.0703125,0
2025-03-25 12:00:00+00:00,23106.55078125,23182.779296875,23097.810546875,23159.609375,0
2025-03-25 13:00:00+00:00,23038.9609375,23106.689453125,23018.859375,23106.55078125,0
2025-03-25 14:00:00+00:00,23050.630859375,23063.279296875,23006.9296875,23038.9609375,0
2025-03-25 15:00:00+00:00,23043.779296875,23070.6796875,23017.5,23051.1796875,0
2025-03-25 16:00:00+00:00,23103.779296875,23103.779296875,23043.5703125,23043.83984375,0
2025-03-26 08:00:00+00:00,22961.33984375,23204.58984375,22949.330078125,23202.25,0
2025-03-26 09:00:00+00:00,22894.580078125,22977.7109375,22893.91015625,22961.150390625,0
2025-03-26 10:00:00+00:00,22987.119140625,22995.33984375,22882.720703125,22894.98046875,0
2025-03-26 11:00:00+00:00,22982.2890625,23002.25,22961.900390625,22987.119140625,0
2025-03-26 12:00:00+00:00,22979.009765625,23013.91015625,22963.7890625,22982.2890625,0
2025-03-26 13:00:00+00:00,22849.23046875,22999.73046875,22832.080078125,22979.380859375,0
2025-03-26 14:00:00+00:00,22985.779296875,22987.990234375,22842.669921875,22848.380859375,0
2025-03-26 15:00:00+00:00,22889.970703125,22993.8203125,22874.1796875,22985.9296875,0
2025-03-26 16:00:00+00:00,22847.580078125,22889.94921875,22826.369140625,22889.380859375,0
2025-03-27 08:00:00+00:00,22632.0703125,22634.390625,22469.880859375,22574.4609375,0
2025-03-27 09:00:00+00:00,22699.890625,22707.720703125,22609.890625,22632.119140625,0
2025-03-27 10:00:00+00:00,22647.849609375,22726.259765625,22634.4609375,22699.990234375,0
2025-03-27 11:00:00+00:00,22639.48046875,22673.4609375,22609.55078125,22647.849609375,0
2025-03-27 12:00:00+00:00,22571.23046875,22647.369140625,22570.5390625,22639.48046875,0
2025-03-27 13:00:00+00:00,22648.140625,22660.76953125,22527.41015625,22571.23046875,0
2025-03-27 14:00:00+00:00,22704.1796875,22704.640625,22620.91015625,22648.009765625,0
2025-03-27 15:00:00+00:00,22651.130859375,22740.470703125,22647.650390625,22707.69921875,0
2025-03-27 16:00:00+00:00,22663.189453125,22678.8203125,22647.759765625,22652.9296875,0
2025-03-28 08:00:00+00:00,22599.779296875,22607.69921875,22508.009765625,22558.83984375,0
2025-03-28 09:00:00+00:00,22468.029296875,22614.9609375,22438.05078125,22599.779296875,0
2025-03-28 10:00:00+00:00,22523.380859375,22596.2109375,22465.990234375,22467.41015625,0
2025-03-28 11:00:00+00:00,22581.80078125,22584.990234375,22511.310546875,22523.2890625,0
2025-03-28 12:00:00+00:00,22498.73046875,22591.150390625,22474.6796875,22581.80078125,0
2025-03-28 13:00:00+00:00,22474.41015625,22594.880859375,22454.400390625,22496.3203125,0
2025-03-28 14:00:00+00:00,22407.2109375,22501.189453125,22398.060546875,22474.2890625,0
2025-03-28 15:00:00+00:00,22470.869140625,22563.220703125,22377.91015625,22406.109375,0
2025-03-28 16:00:00+00:00,22458.5703125,22513.55078125,22451.55078125,22470.810546875,0
2025-03-31 07:00:00+00:00,22286.619140625,22289.650390625,22160.859375,22239.359375,0
2025-03-31 08:00:00+00:00,22224.94921875,22320.01953125,22194.98046875,22286.619140625,0
2025-03-31 09:00:00+00:00,22128.0390625,22233.26953125,22106.859375,22224.69921875,0
2025-03-31 10:00:00+00:00,21995.109375,22138.359375,21994.73046875,22127.029296875,0
2025-03-31 11:00:00+00:00,22051.220703125,22065.720703125,21988.80078125,21995.73046875,0
2025-03-31 12:00:00+00:00,22075.2890625,22091.08984375,21978.4609375,22051.220703125,0
2025-03-31 13:00:00+00:00,22119.140625,22132.0,22019.720703125,22075.2890625,0
2025-03-31 14:00:00+00:00,22118.58984375,22163.560546875,22072.779296875,22118.94921875,0
2025-03-31 15:00:00+00:00,22160.5390625,22183.5,22118.58984375,22118.58984375,0
2025-04-01 07:00:00+00:00,22331.16015625,22401.599609375,22297.369140625,22343.41015625,0
2025-04-01 08:00:00+00:00,22451.419921875,22455.51953125,22311.990234375,22331.490234375,0
2025-04-01 09:00:00+00:00,22504.029296875,22527.80078125,22446.51953125,22451.380859375,0
2025-04-01 10:00:00+00:00,22396.76953125,22506.5390625,22347.720703125,22504.029296875,0
2025-04-01 11:00:00+00:00,22408.009765625,22412.76953125,22310.009765625,22396.73046875,0
2025-04-01 12:00:00+00:00,22429.380859375,22467.009765625,22388.26953125,22408.009765625,0
2025-04-01 13:00:00+00:00,22410.3203125,22463.970703125,22359.75,22429.380859375,0
2025-04-01 14:00:00+00:00,22496.529296875,22497.390625,22320.279296875,22408.2890625,0
2025-04-01 15:00:00+00:00,22538.609375,22573.7109375,22499.470703125,22500.490234375,0
2025-04-02 07:00:00+00:00,22294.439453125,22485.41015625,22254.119140625,22483.9296875,0
2025-04-02 08:00:00+00:00,22296.73046875,22333.880859375,22190.419921875,22294.380859375,0
2025-04-02 09:00:00+00:00,22308.439453125,22357.2109375,22284.359375,22296.73046875,0
2025-04-02 10:00:00+00:00,22236.98046875,22317.5703125,22231.029296875,22308.439453125,0
2025-04-02 11:00:00+00:00,22207.5,22267.69921875,22180.529296875,22236.98046875,0
2025-04-02 12:00:00+00:00,22189.5703125,22213.560546875,22139.26953125,22207.5,0
2025-04-02 13:00:00+00:00,22247.16015625,22287.630859375,22168.73046875,22189.5703125,0
2025-04-02 14:00:00+00:00,22365.76953125,22374.33984375,22237.26953125,22247.01953125,0
2025-04-02 15:00:00+00:00,22374.369140625,22383.16015625,22330.609375,22365.76953125,0
2025-04-03 07:00:00+00:00,22027.41015625,22082.05078125,21809.400390625,21842.080078125,0
2025-04-03 08:00:00+00:00,22111.119140625,22147.44921875,22002.560546875,22027.509765625,0
2025-04-03 09:00:00+00:00,21952.849609375,22117.720703125,21952.2890625,22111.55078125,0
2025-04-03 10:00:00+00:00,21835.150390625,21982.9609375,21819.830078125,21952.759765625,0
2025-04-03 11:00:00+00:00,21868.859375,21897.19921875,21813.369140625,21835.48046875,0
2025-04-03 12:00:00+00:00,21863.849609375,21967.630859375,21839.05078125,21868.859375,0
2025-04-03 13:00:00+00:00,21861.5390625,21941.130859375,21811.240234375,21863.69921875,0
2025-04-03 14:00:00+00:00,21710.4609375,21862.33984375,21700.830078125,21862.33984375,0
2025-04-03 15:00:00+00:00,21700.640625,21759.390625,21671.01953125,21710.3203125,0
2025-04-04 07:00:00+00:00,21392.05078125,21642.169921875,21378.560546875,21543.470703125,0
2025-04-04 08:00:00+00:00,21297.720703125,21399.58984375,21251.849609375,21391.779296875,0
2025-04-04 09:00:00+00:00,21185.279296875,21322.6796875,21146.669921875,21294.669921875,0
2025-04-04 10:00:00+00:00,20611.6796875,21210.9296875,20586.630859375,21184.939453125,0
2025-04-04 11:00:00+00:00,20865.01953125,20878.060546875,20437.369140625,20615.109375,0
2025-04-04 12:00:00+00:00,20868.140625,20984.0390625,20752.310546875,20864.5703125,0
2025-04-04 13:00:00+00:00,20840.80078125,21072.009765625,20744.01953125,20872.509765625,0
2025-04-04 14:00:00+00:00,20565.26953125,20840.640625,20483.009765625,20840.640625,0
2025-04-04 15:00:00+00:00,20710.880859375,20814.55078125,20591.740234375,20591.740234375,0
2025-04-07 07:00:00+00:00,19406.689453125,19417.26953125,18489.91015625,18715.4296875,0
2025-04-07 08:00:00+00:00,19386.060546875,19563.419921875,19279.830078125,19407.01953125,0
2025-04-07 09:00:00+00:00,19514.169921875,19628.890625,19273.310546875,19386.140625,0
2025-04-07 10:00:00+00:00,19709.759765625,19941.69921875,19504.7109375,19518.9296875,0
2025-04-07 11:00:00+00:00,19668.9296875,19913.83984375,19578.740234375,19714.76953125,0
2025-04-07 12:00:00+00:00,19947.509765625,20013.140625,19599.619140625,19674.189453125,0
2025-04-07 13:00:00+00:00,19939.169921875,19951.810546875,19552.55078125,19948.470703125,0
2025-04-07 14:00:00+00:00,20144.80078125,20796.009765625,19838.560546875,19941.0,0
2025-04-07 15:00:00+00:00,19765.779296875,20248.509765625,19739.880859375,20139.939453125,0
2025-04-08 07:00:00+00:00,20066.0390625,20178.23046875,19884.48046875,20039.689453125,0
2025-04-08 08:00:00+00:00,20102.380859375,20110.310546875,19888.990234375,20066.2109375,0
2025-04-08 09:00:00+00:00,19961.58984375,20132.66015625,19947.01953125,20102.01953125,0
2025-04-08 10:00:00+00:00,20075.650390625,20095.359375,19921.849609375,19959.400390625,0
2025-04-08 11:00:00+00:00,20282.439453125,20300.80078125,20075.73046875,20075.73046875,0
2025-04-08 12:00:00+00:00,20271.4296875,20304.119140625,20192.849609375,20282.439453125,0
2025-04-08 13:00:00+00:00,20373.880859375,20449.640625,20247.25,20271.4296875,0
2025-04-08 14:00:00+00:00,20306.69921875,20468.4296875,20302.939453125,20371.369140625,0
2025-04-08 15:00:00+00:00,20255.91015625,20359.80078125,20246.509765625,20303.5703125,0
2025-04-09 07:00:00+00:00,19891.140625,20025.380859375,19729.119140625,19833.560546875,0
2025-04-09 08:00:00+00:00,19771.98046875,19933.970703125,19554.30078125,19899.599609375,0
2025-04-09 09:00:00+00:00,19653.310546875,19864.869140625,19653.310546875,19770.98046875,0
2025-04-09 10:00:00+00:00,19683.310546875,19812.6796875,19623.490234375,19653.310546875,0
2025-04-09 11:00:00+00:00,19464.01953125,19682.44921875,19396.01953125,19660.330078125,0
2025-04-09 12:00:00+00:00,19574.7109375,19618.30078125,19384.390625,19463.4296875,0
2025-04-09 13:00:00+00:00,19794.619140625,19821.80078125,19566.009765625,19573.529296875,0
2025-04-09 14:00:00+00:00,19611.380859375,19884.25,19605.599609375,19789.189453125,0
2025-04-09 15:00:00+00:00,19680.390625,19716.369140625,19609.7890625,19609.94921875,0
2025-04-10 07:00:00+00:00,20857.7890625,21300.310546875,20848.419921875,21207.759765625,0
2025-04-10 08:00:00+00:00,20753.75,20900.6796875,20676.560546875,20854.470703125,0
2025-04-10 09:00:00+00:00,20742.9296875,20795.369140625,20649.830078125,20754.939453125,0
2025-04-10 10:00:00+00:00,20812.0390625,20836.609375,20690.75,20742.9296875,0
2025-04-10 11:00:00+00:00,20750.41015625,20833.169921875,20697.140625,20812.220703125,0
2025-04-10 12:00:00+00:00,20661.890625,20761.349609375,20575.2109375,20750.3203125,0
2025-04-10 13:00:00+00:00,20631.990234375,20802.98046875,20574.279296875,20662.26953125,0
2025-04-10 14:00:00+00:00,20632.1796875,20783.5,20571.169921875,20631.509765625,0
2025-04-10 15:00:00+00:00,20593.119140625,20747.189453125,20593.119140625,20631.810546875,0
2025-04-11 07:00:00+00:00,20475.470703125,20795.599609375,20474.689453125,20793.890625,0
2025-04-11 08:00:00+00:00,20250.0703125,20533.83984375,20182.640625,20474.0390625,0
2025-04-11 09:00:00+00:00,20421.890625,20427.9296875,20114.5390625,20249.83984375,0
2025-04-11 10:00:00+00:00,20421.7109375,20486.990234375,20322.470703125,20421.48046875,0
2025-04-11 11:00:00+00:00,20262.689453125,20425.94921875,20176.41015625,20425.94921875,0
2025-04-11 12:00:00+00:00,20316.099609375,20403.30078125,20256.080078125,20263.109375,0
2025-04-11 13:00:00+00:00,20378.240234375,20413.599609375,20205.869140625,20315.890625,0
2025-04-11 14:00:00+00:00,20349.44921875,20465.119140625,20232.48046875,20378.380859375,0
2025-04-11 15:00:00+00:00,20367.869140625,20452.669921875,20311.830078125,20348.970703125,0
2025-04-14 07:00:00+00:00,20823.560546875,20872.55078125,20698.91015625,20802.419921875,0
2025-04-14 08:00:00+00:00,20862.76953125,20916.720703125,20809.849609375,20823.44921875,0
2025-04-14 09:00:00+00:00,20843.060546875,20944.779296875,20789.76953125,20862.76953125,0
2025-04-14 10:00:00+00:00,20879.109375,20889.279296875,20833.109375,20843.08984375,0
2025-04-14 11:00:00+00:00,20816.2109375,20902.98046875,20815.109375,20879.369140625,0
2025-04-14 12:00:00+00:00,20944.970703125,20948.26953125,20796.029296875,20816.2109375,0
2025-04-14 13:00:00+00:00,20894.58984375,20949.439453125,20864.1796875,20944.970703125,0
2025-04-14 14:00:00+00:00,20993.0,21048.330078125,20894.560546875,20894.560546875,0
2025-04-14 15:00:00+00:00,20907.310546875,21001.509765625,20905.279296875,20992.390625,0
2025-04-15 07:00:00+00:00,21222.9609375,21226.220703125,21075.080078125,21076.060546875,0
2025-04-15 08:00:00+00:00,21282.119140625,21288.119140625,21149.080078125,21222.9609375,0
2025-04-15 09:00:00+00:00,21212.5703125,21282.19921875,21193.51953125,21282.19921875,0
2025-04-15 10:00:00+00:00,21172.470703125,21248.5703125,21150.2109375,21212.619140625,0
2025-04-15 11:00:00+00:00,21112.029296875,21190.509765625,21106.55078125,21172.599609375,0
2025-04-15 12:00:00+00:00,21162.689453125,21172.490234375,21042.26953125,21113.349609375,0
2025-04-15 13:00:00+00:00,21262.140625,21285.259765625,21160.0703125,21162.630859375,0
2025-04-15 14:00:00+00:00,21241.029296875,21278.720703125,21141.5,21263.869140625,0
2025-04-15 15:00:00+00:00,21229.41015625,21263.58984375,21229.01953125,21242.80078125,0
2025-04-16 07:00:00+00:00,21002.240234375,21136.640625,20996.33984375,21117.779296875,0
2025-04-16 08:00:00+00:00,21109.76953125,21221.5703125,20956.380859375,21002.240234375,0
2025-04-16 09:00:00+00:00,21118.599609375,21165.490234375,21093.720703125,21109.76953125,0
2025-04-16 10:00:00+00:00,21135.919921875,21169.849609375,21116.810546875,21118.599609375,0
