,Close
2025-04-17 16:00:00,21193.6762890625
2025-04-17 17:00:00,21071.85162109375
2025-04-17 18:00:00,21161.68248046875
2025-04-17 19:00:00,21165.52568359375
2025-04-17 20:00:00,21160.602890625
2025-04-17 21:00:00,21162.3151171875
2025-04-17 22:00:00,21164.6756640625
2025-04-17 23:00:00,21162.1974609375
2025-04-18 00:00:00,21159.071875
2025-04-18 01:00:00,21150.80994140625
2025-04-18 02:00:00,21150.05404296875
2025-04-18 03:00:00,21155.19609375
2025-04-18 04:00:00,21152.51587890625
2025-04-18 05:00:00,21146.87044921875
2025-04-18 06:00:00,21154.44515625
2025-04-18 07:00:00,21157.834375
2025-04-18 08:00:00,21158.51158203125
2025-04-18 09:00:00,21164.37568359375
2025-04-18 10:00:00,21167.086484375
2025-04-18 11:00:00,21167.9969921875
2025-04-18 12:00:00,21169.1088671875
2025-04-18 13:00:00,21180.45578125
2025-04-18 14:00:00,21190.91998046875
2025-04-18 15:00:00,21193.11328125
2025-04-18 16:00:00,21194.553046875
2025-04-18 17:00:00,21198.60322265625
2025-04-18 18:00:00,21201.3386328125
2025-04-18 19:00:00,21203.3084375
2025-04-18 20:00:00,21201.0798046875
2025-04-18 21:00:00,21196.24623046875
2025-04-18 22:00:00,21193.1297265625
2025-04-18 23:00:00,21193.27052734375
2025-04-19 00:00:00,21191.8561328125
2025-04-19 01:00:00,21189.4716015625
2025-04-19 02:00:00,21184.31482421875
2025-04-19 03:00:00,21181.56525390625
2025-04-19 04:00:00,21179.58681640625
2025-04-19 05:00:00,21179.44125
2025-04-19 06:00:00,21179.99623046875
2025-04-19 07:00:00,21179.01994140625
2025-04-19 08:00:00,21180.12763671875
2025-04-19 09:00:00,21182.4267578125
2025-04-19 10:00:00,21183.53208984375
2025-04-19 11:00:00,21182.76126953125
2025-04-19 12:00:00,21183.9102734375
2025-04-19 13:00:00,21183.316796875
2025-04-19 14:00:00,21185.7190625
2025-04-19 15:00:00,21185.270859375
2025-04-19 16:00:00,21187.14716796875
