,Close
2025-04-17 20:30:00,39208.194921875
2025-04-17 21:30:00,40044.62109375
2025-04-17 22:30:00,39853.380703125
2025-04-17 23:30:00,39742.89265625
2025-04-18 00:30:00,39743.368671875
2025-04-18 01:30:00,39577.3477734375
2025-04-18 02:30:00,39574.259921875
2025-04-18 03:30:00,39506.0680859375
2025-04-18 04:30:00,39507.97640625
2025-04-18 05:30:00,39532.9559375
2025-04-18 06:30:00,39519.1669140625
2025-04-18 07:30:00,39514.5304296875
2025-04-18 08:30:00,39529.6046875
2025-04-18 09:30:00,39527.130078125
2025-04-18 10:30:00,39526.8105078125
2025-04-18 11:30:00,39540.8503125
2025-04-18 12:30:00,39546.95109375
2025-04-18 13:30:00,39540.8921484375
2025-04-18 14:30:00,39543.91546875
2025-04-18 15:30:00,39549.615625
2025-04-18 16:30:00,39550.8619140625
2025-04-18 17:30:00,39552.436484375
2025-04-18 18:30:00,39548.76375
2025-04-18 19:30:00,39529.1050390625
2025-04-18 20:30:00,39528.071875
2025-04-18 21:30:00,39529.1462890625
2025-04-18 22:30:00,39529.8441796875
2025-04-18 23:30:00,39528.450703125
2025-04-19 00:30:00,39528.450703125
2025-04-19 01:30:00,39542.7205078125
2025-04-19 02:30:00,39544.9466015625
2025-04-19 03:30:00,39542.7205078125
2025-04-19 04:30:00,39539.2662109375
2025-04-19 05:30:00,39539.2662109375
2025-04-19 06:30:00,39539.2662109375
2025-04-19 07:30:00,39539.9641015625
2025-04-19 08:30:00,39539.9641015625
2025-04-19 09:30:00,39539.9641015625
2025-04-19 10:30:00,39539.9641015625
2025-04-19 11:30:00,39539.9641015625
2025-04-19 12:30:00,39539.9641015625
2025-04-19 13:30:00,39539.9641015625
2025-04-19 14:30:00,39539.9641015625
2025-04-19 15:30:00,39541.9047265625
2025-04-19 16:30:00,39545.7015625
2025-04-19 17:30:00,39546.885078125
2025-04-19 18:30:00,39542.52703125
2025-04-19 19:30:00,39527.7115625
2025-04-19 20:30:00,39524.99640625
2025-04-19 21:30:00,39529.8441796875
2025-04-19 22:30:00,39531.207109375
2025-04-19 23:30:00,39528.450703125
2025-04-20 00:30:00,39528.450703125
2025-04-20 01:30:00,39542.7205078125
2025-04-20 02:30:00,39544.9466015625
2025-04-20 03:30:00,39542.7205078125
2025-04-20 04:30:00,39539.2662109375
2025-04-20 05:30:00,39539.2662109375
2025-04-20 06:30:00,39539.2662109375
2025-04-20 07:30:00,39539.9641015625
2025-04-20 08:30:00,39539.9641015625
2025-04-20 09:30:00,39539.9641015625
2025-04-20 10:30:00,39539.9641015625
2025-04-20 11:30:00,39539.9641015625
2025-04-20 12:30:00,39539.9641015625
2025-04-20 13:30:00,39539.9641015625
2025-04-20 14:30:00,39539.9641015625
2025-04-20 15:30:00,39541.9047265625
2025-04-20 16:30:00,39545.7015625
2025-04-20 17:30:00,39546.885078125
2025-04-20 18:30:00,39542.52703125
2025-04-20 19:30:00,39527.7115625
2025-04-20 20:30:00,39524.99640625
2025-04-20 21:30:00,39529.8441796875
2025-04-20 22:30:00,39531.207109375
2025-04-20 23:30:00,39528.450703125
2025-04-21 00:30:00,39528.450703125
2025-04-21 01:30:00,39589.4405078125
2025-04-21 02:30:00,39600.3846875
2025-04-21 03:30:00,39600.1528515625
2025-04-21 04:30:00,39589.57640625
2025-04-21 05:30:00,39590.9698828125
2025-04-21 06:30:00,39593.945078125
2025-04-21 07:30:00,39589.861015625
2025-04-21 08:30:00,39587.634921875
2025-04-21 09:30:00,39587.634921875
2025-04-21 10:30:00,39583.543828125
2025-04-21 11:30:00,39583.543828125
2025-04-21 12:30:00,39583.543828125
2025-04-21 13:30:00,39584.5958984375
2025-04-21 14:30:00,39584.5958984375
2025-04-21 15:30:00,39582.7191796875
2025-04-21 16:30:00,39583.9783984375
2025-04-21 17:30:00,39585.6922265625
2025-04-21 18:30:00,39585.6187890625
2025-04-21 19:30:00,39570.3881640625
2025-04-21 20:30:00,39567.3530078125
2025-04-21 21:30:00,39560.3634375
2025-04-21 22:30:00,39560.3634375
2025-04-21 23:30:00,39561.9989453125
2025-04-22 00:30:00,39564.5365625
2025-04-22 01:30:00,39582.140625
2025-04-22 02:30:00,39581.7357421875
2025-04-22 03:30:00,39591.16265625
2025-04-22 04:30:00,39595.3923828125
2025-04-22 05:30:00,39595.266953125
2025-04-22 06:30:00,39589.0481640625
2025-04-22 07:30:00,39588.90578125
2025-04-22 08:30:00,39588.90578125
2025-04-22 09:30:00,39588.653828125
2025-04-22 10:30:00,39583.543828125
2025-04-22 11:30:00,39583.543828125
2025-04-22 12:30:00,39584.5958984375
2025-04-22 13:30:00,39584.5958984375
2025-04-22 14:30:00,39584.5958984375
2025-04-22 15:30:00,39582.021171875
2025-04-22 16:30:00,39583.280390625
2025-04-22 17:30:00,39584.99421875
2025-04-22 18:30:00,39584.92078125
2025-04-22 19:30:00,39569.69015625
2025-04-22 20:30:00,39566.3841015625
2025-04-22 21:30:00,39559.6654296875
2025-04-22 22:30:00,39558.069140625
2025-04-22 23:30:00,39561.3009375
2025-04-23 00:30:00,39563.8385546875
2025-04-23 01:30:00,39577.03953125
2025-04-23 02:30:00,39576.6346484375
2025-04-23 03:30:00,39579.0719921875
2025-04-23 04:30:00,39583.7066015625
2025-04-23 05:30:00,39583.1762890625
2025-04-23 06:30:00,39583.9470703125
2025-04-23 07:30:00,39583.8046875
2025-04-23 08:30:00,39583.8046875
2025-04-23 09:30:00,39583.7715234375
2025-04-23 10:30:00,39578.6615234375
2025-04-23 11:30:00,39578.6615234375
2025-04-23 12:30:00,39572.7240234375
2025-04-23 13:30:00,39572.7240234375
2025-04-23 14:30:00,39572.7240234375
2025-04-23 15:30:00,39570.149296875
2025-04-23 16:30:00,39571.1897265625
2025-04-23 17:30:00,39572.9035546875
2025-04-23 18:30:00,39572.9725
2025-04-23 19:30:00,39557.741875
2025-04-23 20:30:00,39554.53703125
2025-04-23 21:30:00,39558.5404296875
2025-04-23 22:30:00,39564.6116015625
2025-04-23 23:30:00,39564.73703125
2025-04-24 00:30:00,39561.5534375
2025-04-24 01:30:00,39530.440625
2025-04-24 02:30:00,39530.2526953125
2025-04-24 03:30:00,39533.977890625
2025-04-24 04:30:00,39532.690390625
2025-04-24 05:30:00,39529.0708203125
2025-04-24 06:30:00,39532.2633984375
2025-04-24 07:30:00,39536.574375
2025-04-24 08:30:00,39535.64109375
2025-04-24 09:30:00,39529.6396875
2025-04-24 10:30:00,39529.6396875
2025-04-24 11:30:00,39532.39609375
2025-04-24 12:30:00,39534.6221875
2025-04-24 13:30:00,39535.1525
2025-04-24 14:30:00,39529.6396875
2025-04-24 15:30:00,39531.5803125
2025-04-24 16:30:00,39538.1335546875
2025-04-24 17:30:00,39539.3170703125
2025-04-24 18:30:00,39532.2026171875
2025-04-24 19:30:00,39517.0661328125
