,Close
2025-04-17 16:00:00,21193.6762890625
2025-04-17 17:00:00,21071.85162109375
2025-04-17 18:00:00,21161.68248046875
2025-04-17 19:00:00,21165.52568359375
2025-04-17 20:00:00,21160.602890625
2025-04-17 21:00:00,21162.3151171875
2025-04-17 22:00:00,21164.6756640625
2025-04-17 23:00:00,21162.1974609375
2025-04-18 00:00:00,21159.071875
2025-04-18 01:00:00,21150.80994140625
2025-04-18 02:00:00,21150.05404296875
2025-04-18 03:00:00,21155.19609375
2025-04-18 04:00:00,21152.51587890625
2025-04-18 05:00:00,21146.87044921875
2025-04-18 06:00:00,21154.44515625
2025-04-18 07:00:00,21157.834375
2025-04-18 08:00:00,21158.51158203125
2025-04-18 09:00:00,21164.37568359375
2025-04-18 10:00:00,21167.086484375
2025-04-18 11:00:00,21167.9969921875
2025-04-18 12:00:00,21169.1088671875
2025-04-18 13:00:00,21180.45578125
2025-04-18 14:00:00,21190.91998046875
2025-04-18 15:00:00,21193.11328125
