,Close
2025-04-19 18:38:12.622098,60343584049725.79
2025-04-19 19:38:12.622098,53798916505284.67
2025-04-19 20:38:12.622098,52845361746194.01
2025-04-19 21:38:12.622098,52172718566504.66
2025-04-19 22:38:12.622098,48588069527931.55
2025-04-19 23:38:12.622098,51220113634137.52
2025-04-20 00:38:12.622098,50480580616438.21
2025-04-20 01:38:12.622098,47284807251392.91
2025-04-20 02:38:12.622098,49284179987906.46
2025-04-20 03:38:12.622098,49094033736095.82
2025-04-20 04:38:12.622098,47093934229983.18
2025-04-20 05:38:12.622098,47093934229983.18
2025-04-20 06:38:12.622098,47018281367778.74
2025-04-20 07:38:12.622098,45936450056000.07
2025-04-20 08:38:12.622098,45837878043584.33
2025-04-20 09:38:12.622098,45513807233403.68
2025-04-20 10:38:12.622098,43336526736125.55
2025-04-20 11:38:12.622098,43816660268746.92
2025-04-20 12:38:12.622098,42415649580499.94
2025-04-20 13:38:12.622098,42177705361089.31
2025-04-20 14:38:12.622098,42091619111566.2
2025-04-20 15:38:12.622098,41944237358534.17
2025-04-20 16:38:12.622098,42144883496919.72
2025-04-20 17:38:12.622098,42144883496919.72
2025-04-20 18:38:12.622098,43342699588950.625
2025-04-20 19:38:12.622098,43162093639323.97
2025-04-20 20:38:12.622098,43215216707433.91
2025-04-20 21:38:12.622098,43053458860770.36
2025-04-20 22:38:12.622098,42994094278638.85
2025-04-20 23:38:12.622098,42994094278638.85
2025-04-21 00:38:12.622098,42994094278638.85
2025-04-21 01:38:12.622098,42632326968166.82
2025-04-21 02:38:12.622098,42632326968166.82
2025-04-21 03:38:12.622098,42632326968166.82
2025-04-21 04:38:12.622098,42584131596644.09
2025-04-21 05:38:12.622098,42584131596644.09
2025-04-21 06:38:12.622098,42584131596644.09
2025-04-21 07:38:12.622098,42584131596644.09
2025-04-21 08:38:12.622098,42584131596644.09
2025-04-21 09:38:12.622098,42628996434386.53
2025-04-21 10:38:12.622098,41386519300302.375
2025-04-21 11:38:12.622098,41533901053334.41
2025-04-21 12:38:12.622098,41593265635465.91
2025-04-21 13:38:12.622098,41451310149610.49
2025-04-21 14:38:12.622098,41496617776672.72
2025-04-21 15:38:12.622098,41437253194541.21
2025-04-21 16:38:12.622098,41637899332926.76
2025-04-21 17:38:12.622098,41637899332926.76
2025-04-21 18:38:12.622098,42895080007089.17
2025-04-21 19:38:12.622098,43300810176710.51
2025-04-21 20:38:12.622098,43281894828726.03
2025-04-21 21:38:12.622098,43171099392100.62
2025-04-21 22:38:12.622098,42954444589220.67
2025-04-21 23:38:12.622098,42954444589220.67
2025-04-22 00:38:12.622098,42895080007089.17
2025-04-22 01:38:12.622098,42584131596644.09
2025-04-22 02:38:12.622098,42584131596644.09
2025-04-22 03:38:12.622098,42584131596644.09
2025-04-22 04:38:12.622098,42584131596644.09
2025-04-22 05:38:12.622098,42584131596644.09
2025-04-22 06:38:12.622098,42584131596644.09
2025-04-22 07:38:12.622098,42584131596644.09
2025-04-22 08:38:12.622098,42584131596644.09
2025-04-22 09:38:12.622098,42628996434386.53
2025-04-22 10:38:12.622098,41391945567478.99
2025-04-22 11:38:12.622098,41539327320511.02
2025-04-22 12:38:12.622098,41598691902642.52
2025-04-22 13:38:12.622098,41451310149610.49
2025-04-22 14:38:12.622098,41496617776672.72
2025-04-22 15:38:12.622098,41437253194541.21
2025-04-22 16:38:12.622098,41637899332926.76
2025-04-22 17:38:12.622098,41637899332926.76
2025-04-22 18:38:12.622098,42895080007089.17
2025-04-22 19:38:12.622098,43300810176710.51
2025-04-22 20:38:12.622098,43281894828726.03
2025-04-22 21:38:12.622098,43171099392100.62
2025-04-22 22:38:12.622098,42954444589220.67
2025-04-22 23:38:12.622098,42954444589220.67
2025-04-23 00:38:12.622098,42895080007089.17
2025-04-23 01:38:12.622098,42584131596644.09
2025-04-23 02:38:12.622098,42584131596644.09
2025-04-23 03:38:12.622098,42584131596644.09
2025-04-23 04:38:12.622098,42584131596644.09
2025-04-23 05:38:12.622098,42584131596644.09
2025-04-23 06:38:12.622098,42584131596644.09
2025-04-23 07:38:12.622098,42584131596644.09
2025-04-23 08:38:12.622098,42584131596644.09
2025-04-23 09:38:12.622098,42628996434386.53
2025-04-23 10:38:12.622098,41391945567478.99
2025-04-23 11:38:12.622098,41539327320511.02
2025-04-23 12:38:12.622098,41598691902642.52
2025-04-23 13:38:12.622098,41451310149610.49
2025-04-23 14:38:12.622098,41496617776672.72
2025-04-23 15:38:12.622098,41437253194541.21
2025-04-23 16:38:12.622098,41637899332926.76
2025-04-23 17:38:12.622098,41637899332926.76
2025-04-23 18:38:12.622098,42895080007089.17
2025-04-23 19:38:12.622098,43300810176710.51
2025-04-23 20:38:12.622098,43281894828726.03
2025-04-23 21:38:12.622098,43171099392100.62
2025-04-23 22:38:12.622098,42954444589220.67
2025-04-23 23:38:12.622098,42954444589220.67
2025-04-24 00:38:12.622098,42895080007089.17
2025-04-24 01:38:12.622098,42584131596644.09
2025-04-24 02:38:12.622098,42584131596644.09
2025-04-24 03:38:12.622098,42584131596644.09
2025-04-24 04:38:12.622098,42584131596644.09
2025-04-24 05:38:12.622098,42584131596644.09
2025-04-24 06:38:12.622098,42584131596644.09
2025-04-24 07:38:12.622098,42584131596644.09
2025-04-24 08:38:12.622098,42584131596644.09
2025-04-24 09:38:12.622098,42628996434386.53
2025-04-24 10:38:12.622098,41391945567478.99
2025-04-24 11:38:12.622098,41539327320511.02
2025-04-24 12:38:12.622098,41598691902642.52
2025-04-24 13:38:12.622098,41451310149610.49
2025-04-24 14:38:12.622098,41496617776672.72
2025-04-24 15:38:12.622098,41437253194541.21
2025-04-24 16:38:12.622098,41637899332926.76
2025-04-24 17:38:12.622098,41637899332926.76
2025-04-24 18:38:12.622098,42895080007089.17
2025-04-24 19:38:12.622098,43300810176710.51
2025-04-24 20:38:12.622098,43281894828726.03
2025-04-24 21:38:12.622098,43171099392100.62
2025-04-24 22:38:12.622098,42954444589220.67
2025-04-24 23:38:12.622098,42954444589220.67
2025-04-25 00:38:12.622098,42895080007089.17
2025-04-25 01:38:12.622098,42584131596644.09
2025-04-25 02:38:12.622098,42584131596644.09
2025-04-25 03:38:12.622098,42584131596644.09
2025-04-25 04:38:12.622098,42584131596644.09
2025-04-25 05:38:12.622098,42584131596644.09
2025-04-25 06:38:12.622098,42584131596644.09
2025-04-25 07:38:12.622098,42584131596644.09
2025-04-25 08:38:12.622098,42584131596644.09
2025-04-25 09:38:12.622098,42628996434386.53
2025-04-25 10:38:12.622098,41391945567478.99
2025-04-25 11:38:12.622098,41539327320511.02
2025-04-25 12:38:12.622098,41598691902642.52
2025-04-25 13:38:12.622098,41451310149610.49
2025-04-25 14:38:12.622098,41496617776672.72
2025-04-25 15:38:12.622098,41437253194541.21
2025-04-25 16:38:12.622098,41637899332926.76
2025-04-25 17:38:12.622098,41637899332926.76
2025-04-25 18:38:12.622098,42895080007089.17
2025-04-25 19:38:12.622098,43300810176710.51
2025-04-25 20:38:12.622098,43281894828726.03
2025-04-25 21:38:12.622098,43171099392100.62
2025-04-25 22:38:12.622098,42954444589220.67
2025-04-25 23:38:12.622098,42954444589220.67
2025-04-26 00:38:12.622098,42895080007089.17
2025-04-26 01:38:12.622098,42626026693391.555
2025-04-26 02:38:12.622098,42626026693391.555
2025-04-26 03:38:12.622098,42626026693391.555
2025-04-26 04:38:12.622098,42626026693391.555
2025-04-26 05:38:12.622098,42626026693391.555
2025-04-26 06:38:12.622098,42626026693391.555
2025-04-26 07:38:12.622098,42626026693391.555
2025-04-26 08:38:12.622098,42626026693391.555
2025-04-26 09:38:12.622098,42670891531133.99
2025-04-26 10:38:12.622098,41433840664226.45
2025-04-26 11:38:12.622098,41581222417258.484
2025-04-26 12:38:12.622098,41640586999389.99
2025-04-26 13:38:12.622098,41493205246357.96
2025-04-26 14:38:12.622098,41538512873420.18
2025-04-26 15:38:12.622098,41479148291288.67
2025-04-26 16:38:12.622098,41679794429674.22
2025-04-26 17:38:12.622098,41679794429674.22
