,Close
2025-04-17 16:00:00,21193.8953515625
2025-04-17 17:00:00,21068.80884765625
2025-04-17 18:00:00,21153.90302734375
2025-04-17 19:00:00,21164.16765625
2025-04-17 20:00:00,21153.7340234375
2025-04-17 21:00:00,21156.796640625
2025-04-17 22:00:00,21155.79181640625
2025-04-17 23:00:00,21154.126640625
2025-04-18 00:00:00,21155.529375
2025-04-18 01:00:00,21153.8298046875
2025-04-18 02:00:00,21151.30029296875
2025-04-18 03:00:00,21157.811640625
2025-04-18 04:00:00,21153.74634765625
2025-04-18 05:00:00,21150.34701171875
2025-04-18 06:00:00,21153.40224609375
2025-04-18 07:00:00,21154.441953125
2025-04-18 08:00:00,21154.61755859375
2025-04-18 09:00:00,21158.17384765625
2025-04-18 10:00:00,21160.7978515625
2025-04-18 11:00:00,21158.9181640625
2025-04-18 12:00:00,21161.40064453125
2025-04-18 13:00:00,21163.56216796875
2025-04-18 14:00:00,21164.02978515625
2025-04-18 15:00:00,21161.21236328125
