,timestamp,prediction,actual,error
0,1970-01-01 00:00:00.000000137,19865.43625,20631.990234375,766.5539843750012
1,1970-01-01 00:00:00.000000138,19897.2129296875,20632.1796875,734.9667578125009
2,1970-01-01 00:00:00.000000139,20008.324609375,20593.119140625,584.7945312500015
3,1970-01-01 00:00:00.000000140,20000.39796875,20475.470703125,475.07273437500044
4,1970-01-01 00:00:00.000000141,20020.06546875,20250.0703125,230.00484375000087
5,1970-01-01 00:00:00.000000142,20190.5565625,20421.890625,231.33406249999825
6,1970-01-01 00:00:00.000000143,20212.2622265625,20421.7109375,209.44871093750044
7,1970-01-01 00:00:00.000000144,20275.1819921875,20262.689453125,-12.492539062499418
8,1970-01-01 00:00:00.000000145,20288.843671875,20316.099609375,27.255937499998254
9,1970-01-01 00:00:00.000000146,20144.51578125,20378.240234375,233.72445312499985
10,1970-01-01 00:00:00.000000147,19992.919296875,20349.44921875,356.5299218750006
11,1970-01-01 00:00:00.000000148,19905.2896875,20367.869140625,462.5794531249994
12,1970-01-01 00:00:00.000000149,19828.538515625,20823.560546875,995.0220312499987
13,1970-01-01 00:00:00.000000150,19762.6617578125,20862.76953125,1100.1077734374994
14,1970-01-01 00:00:00.000000151,19602.701015625,20843.060546875,1240.3595312500001
15,1970-01-01 00:00:00.000000152,19735.151875,20879.109375,1143.9575000000004
16,1970-01-01 00:00:00.000000153,19816.9912109375,20816.2109375,999.2197265625
17,1970-01-01 00:00:00.000000154,19740.363515625,20944.970703125,1204.6071875000016
18,1970-01-01 00:00:00.000000155,20354.0328125,20894.58984375,540.5570312499985
19,1970-01-01 00:00:00.000000156,20642.0094140625,20993.0,350.9905859374994
20,1970-01-01 00:00:00.000000157,20662.420390625,20907.310546875,244.89015624999956
21,1970-01-01 00:00:00.000000158,20710.671015625,21222.9609375,512.289921874999
22,1970-01-01 00:00:00.000000159,20743.5219921875,21282.119140625,538.5971484375004
23,1970-01-01 00:00:00.000000160,20689.921015625,21212.5703125,522.649296874999
24,1970-01-01 00:00:00.000000161,20675.043828125,21172.470703125,497.426875000001
25,1970-01-01 00:00:00.000000162,20665.64625,21112.029296875,446.3830468749984
26,1970-01-01 00:00:00.000000163,20656.6187109375,21162.689453125,506.0707421875013
27,1970-01-01 00:00:00.000000164,20599.4001171875,21262.140625,662.7405078125012
28,1970-01-01 00:00:00.000000165,20400.66953125,21241.029296875,840.3597656249985
29,1970-01-01 00:00:00.000000166,20327.5678515625,21229.41015625,901.8423046874996
30,1970-01-01 00:00:00.000000167,20359.4489453125,21002.240234375,642.7912890625012
31,1970-01-01 00:00:00.000000168,20388.914375,21109.76953125,720.8551562499997
32,1970-01-01 00:00:00.000000169,20360.64703125,21118.599609375,757.9525781250013
33,1970-01-01 00:00:00.000000170,20281.6236328125,21135.919921875,854.2962890624985
34,1970-01-01 00:00:00.000000171,20319.0254296875,21176.880859375,857.8554296875009
35,1970-01-01 00:00:00.000000172,20360.4529296875,21164.919921875,804.4669921874993
36,1970-01-01 00:00:00.000000173,20783.613359375,21137.470703125,353.85734375000175
37,1970-01-01 00:00:00.000000174,20823.136796875,21204.2890625,381.15226562500175
38,1970-01-01 00:00:00.000000175,20820.1518359375,21313.919921875,493.76808593749956
39,1970-01-01 00:00:00.000000176,20851.9951953125,21245.669921875,393.67472656250175
40,1970-01-01 00:00:00.000000177,20830.115546875,21229.869140625,399.7535937499997
41,1970-01-01 00:00:00.000000178,20925.6316015625,21262.099609375,336.4680078124984
42,1970-01-01 00:00:00.000000179,20877.1908984375,21171.359375,294.16847656249956
43,1970-01-01 00:00:00.000000180,20900.8173046875,21178.939453125,278.12214843749825
44,1970-01-01 00:00:00.000000181,20933.1592578125,21197.5,264.34074218750175
45,1970-01-01 00:00:00.000000182,20933.46609375,21216.109375,282.64328124999884
46,1970-01-01 00:00:00.000000183,21120.970859375,21150.310546875,29.339687499999854
47,1970-01-01 00:00:00.000000184,21229.4262109375,21196.359375,-33.06683593750131
