,timestamp,prediction,actual,error
0,1970-01-01 00:00:00.000000137,19865.43625,20102.380859375,236.94460937500116
1,1970-01-01 00:00:00.000000138,19897.2129296875,19961.58984375,64.37691406250087
2,1970-01-01 00:00:00.000000139,20008.324609375,20075.650390625,67.32578125000146
3,1970-01-01 00:00:00.000000140,20000.39796875,20282.439453125,282.04148437500044
4,1970-01-01 00:00:00.000000141,20020.06546875,20271.4296875,251.36421875000087
5,1970-01-01 00:00:00.000000142,20190.5565625,20373.880859375,183.32429687499825
6,1970-01-01 00:00:00.000000143,20212.2622265625,20306.69921875,94.43699218750044
7,1970-01-01 00:00:00.000000144,20275.1819921875,20255.91015625,-19.271835937499418
8,1970-01-01 00:00:00.000000145,20288.843671875,19891.140625,-397.70304687500175
9,1970-01-01 00:00:00.000000146,20144.51578125,19771.98046875,-372.53531250000015
10,1970-01-01 00:00:00.000000147,19992.919296875,19653.310546875,-339.6087499999994
11,1970-01-01 00:00:00.000000148,19905.2896875,19683.310546875,-221.97914062500058
12,1970-01-01 00:00:00.000000149,19828.538515625,19464.01953125,-364.5189843750013
13,1970-01-01 00:00:00.000000150,19762.6617578125,19574.7109375,-187.95082031250058
14,1970-01-01 00:00:00.000000151,19602.701015625,19794.619140625,191.91812500000015
15,1970-01-01 00:00:00.000000152,19735.151875,19611.380859375,-123.77101562499956
16,1970-01-01 00:00:00.000000153,19816.9912109375,19680.390625,-136.6005859375
17,1970-01-01 00:00:00.000000154,19740.363515625,20857.7890625,1117.4255468750016
18,1970-01-01 00:00:00.000000155,20354.0328125,20753.75,399.71718749999854
19,1970-01-01 00:00:00.000000156,20642.0094140625,20742.9296875,100.92027343749942
20,1970-01-01 00:00:00.000000157,20662.420390625,20812.0390625,149.61867187499956
21,1970-01-01 00:00:00.000000158,20710.671015625,20750.41015625,39.73914062499898
22,1970-01-01 00:00:00.000000159,20743.5219921875,20661.890625,-81.63136718749956
23,1970-01-01 00:00:00.000000160,20689.921015625,20631.990234375,-57.93078125000102
24,1970-01-01 00:00:00.000000161,20675.043828125,20632.1796875,-42.86414062499898
25,1970-01-01 00:00:00.000000162,20665.64625,20593.119140625,-72.5271093750016
26,1970-01-01 00:00:00.000000163,20656.6187109375,20475.470703125,-181.1480078124987
27,1970-01-01 00:00:00.000000164,20599.4001171875,20250.0703125,-349.32980468749884
28,1970-01-01 00:00:00.000000165,20400.66953125,20421.890625,21.221093749998545
29,1970-01-01 00:00:00.000000166,20327.5678515625,20421.7109375,94.14308593749956
30,1970-01-01 00:00:00.000000167,20359.4489453125,20262.689453125,-96.75949218749884
31,1970-01-01 00:00:00.000000168,20388.914375,20316.099609375,-72.81476562500029
32,1970-01-01 00:00:00.000000169,20360.64703125,20378.240234375,17.59320312500131
33,1970-01-01 00:00:00.000000170,20281.6236328125,20349.44921875,67.82558593749854
34,1970-01-01 00:00:00.000000171,20319.0254296875,20367.869140625,48.84371093750087
35,1970-01-01 00:00:00.000000172,20360.4529296875,20823.560546875,463.1076171874993
36,1970-01-01 00:00:00.000000173,20783.613359375,20862.76953125,79.15617187500175
37,1970-01-01 00:00:00.000000174,20823.136796875,20843.060546875,19.923750000001746
38,1970-01-01 00:00:00.000000175,20820.1518359375,20879.109375,58.95753906249956
39,1970-01-01 00:00:00.000000176,20851.9951953125,20816.2109375,-35.784257812498254
40,1970-01-01 00:00:00.000000177,20830.115546875,20944.970703125,114.85515624999971
41,1970-01-01 00:00:00.000000178,20925.6316015625,20894.58984375,-31.0417578125016
42,1970-01-01 00:00:00.000000179,20877.1908984375,20993.0,115.80910156249956
43,1970-01-01 00:00:00.000000180,20900.8173046875,20907.310546875,6.493242187498254
44,1970-01-01 00:00:00.000000181,20933.1592578125,21222.9609375,289.80167968750175
45,1970-01-01 00:00:00.000000182,20933.46609375,21282.119140625,348.65304687499884
46,1970-01-01 00:00:00.000000183,21120.970859375,21212.5703125,91.59945312499985
47,1970-01-01 00:00:00.000000184,21229.4262109375,21172.470703125,-56.95550781250131
48,1970-01-01 00:00:00.000000185,21220.2884375,21112.029296875,-108.25914062499942
49,1970-01-01 00:00:00.000000186,21186.9759765625,21162.689453125,-24.286523437498545
50,1970-01-01 00:00:00.000000187,21154.623515625,21262.140625,107.51710937499956
51,1970-01-01 00:00:00.000000188,21162.92015625,21241.029296875,78.1091406250016
52,1970-01-01 00:00:00.000000189,21196.8878515625,21229.41015625,32.522304687499854
53,1970-01-01 00:00:00.000000190,21229.2027734375,21002.240234375,-226.96253906250058
54,1970-01-01 00:00:00.000000191,21174.9794140625,21109.76953125,-65.20988281250175
55,1970-01-01 00:00:00.000000192,21080.00515625,21118.599609375,38.594453124998836
56,1970-01-01 00:00:00.000000193,21124.5438671875,21135.919921875,11.376054687498254
57,1970-01-01 00:00:00.000000194,21149.8848828125,21176.880859375,26.99597656249898
58,1970-01-01 00:00:00.000000195,21139.8140625,21164.919921875,25.105859374998545
59,1970-01-01 00:00:00.000000196,21195.0165625,21137.470703125,-57.54585937500087
60,1970-01-01 00:00:00.000000197,21156.1526953125,21204.2890625,48.13636718750058
61,1970-01-01 00:00:00.000000198,21145.75375,21313.919921875,168.16617187500015
62,1970-01-01 00:00:00.000000199,21236.7296875,21245.669921875,8.940234375000728
63,1970-01-01 00:00:00.000000200,21279.8717578125,21229.869140625,-50.00261718749971
64,1970-01-01 00:00:00.000000201,21242.093984375,21262.099609375,20.0056250000016
65,1970-01-01 00:00:00.000000202,21260.00125,21171.359375,-88.64187500000116
66,1970-01-01 00:00:00.000000203,21224.7177734375,21178.939453125,-45.7783203125
67,1970-01-01 00:00:00.000000204,21165.4104296875,21197.5,32.089570312498836
68,1970-01-01 00:00:00.000000205,21256.884375,21216.109375,-40.775000000001455
69,1970-01-01 00:00:00.000000206,21200.7019921875,21150.310546875,-50.391445312499854
70,1970-01-01 00:00:00.000000207,21203.2462890625,21196.359375,-6.886914062499272
